,time,price,route_id,age_SimpleImputer(strategy='mode'),gender_Hombre,gender_Mujer,gender_Prefiero no decirlo,type_Historica,type_Literaria,type_Patrimonio,type_Turistica,diff_Alta,diff_Baja,comp_Amigos,comp_Familia,comp_Pareja,comp_Solo,trans_Bicicleta,trans_Pie
17873,3.5,2,Torres de Quart - Temple,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
17874,5.5,3,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
17875,7.5,1,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
17876,1.5,1,Sant Agustí - Portal Nou,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
17877,1.5,3,Serrans - Palau de la Generalitat,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
17878,3.5,3,Ruta Cultural Anell Ciclista,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
17879,7.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
17880,1.5,2,Ruta pel Centre Històric,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
17881,7.5,1,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
17882,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
17883,1.5,3,La barraca,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
17884,7.5,2,Arbres monumentals i singulars,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
17885,3.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
17886,5.5,2,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
17887,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
17888,3.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
17889,3.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
17890,5.5,2,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
17891,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
17892,1.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
17893,1.5,1,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
17894,5.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
17895,1.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
17896,1.5,1,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
17897,1.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
17898,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
17899,3.5,2,Serrans - Palau de la Generalitat,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
17900,5.5,3,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
17901,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
17902,1.5,1,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
17903,1.5,2,Ruta València amb bicicleta,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
17904,3.5,2,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
17905,3.5,3,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
17906,3.5,3,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
17907,5.5,1,No hay ruta,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
17908,7.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
17909,3.5,2,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
17910,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
17911,5.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
17912,1.5,2,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
17913,3.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
17914,7.5,2,Arbres: Un viatge pel Mediterrani,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
17915,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
17916,1.5,3,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
17917,1.5,2,Arbres monumentals i singulars,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
17918,5.5,2,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17919,1.5,1,Sant Agustí - Portal Nou,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17920,5.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
17921,3.5,1,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
17922,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
17923,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
17924,1.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
17925,5.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
17926,5.5,2,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
17927,1.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
17928,7.5,2,Ruta València amb bicicleta,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
17929,7.5,3,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
17930,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
17931,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
17932,1.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
17933,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
17934,1.5,1,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
17935,5.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
17936,1.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
17937,7.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
17938,3.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
17939,7.5,2,Ruta Cultural Anell Ciclista,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
17940,5.5,1,Ruta València amb bicicleta,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17941,1.5,3,Arbres monumentals i singulars,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
17942,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
17943,5.5,1,Ruta València amb bicicleta,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17944,5.5,1,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
17945,3.5,3,No hay ruta,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
17946,3.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
17947,5.5,3,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
17948,7.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
17949,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
17950,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
17951,5.5,2,Ruta Cultural Anell Ciclista,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
17952,3.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
17953,1.5,1,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
17954,3.5,2,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
17955,5.5,2,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
17956,7.5,2,Contes Blasco Ibañez – Ruta 2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
17957,7.5,2,Ruta Cultural Anell Ciclista,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
17958,3.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
17959,3.5,2,Ruta pel Centre Històric,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
17960,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
17961,5.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
17962,1.5,1,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17963,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
17964,7.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
17965,1.5,2,Arbres: Un viatge pel Mediterrani,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
17966,7.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
17967,5.5,1,Serrans - Palau de la Generalitat,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17968,5.5,2,Ruta Valencia en la Memòria,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
17969,5.5,1,Ruta València amb bicicleta,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
17970,7.5,3,Ruta Valencia en la Memòria,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
17971,7.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
17972,5.5,1,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
17973,7.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
17974,7.5,1,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
17975,7.5,1,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
17976,5.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
17977,7.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
17978,1.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
17979,5.5,3,Arbres monumentals i singulars,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
17980,5.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
17981,1.5,3,Sant Agustí - Portal Nou,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
17982,1.5,3,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
17983,5.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
17984,3.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
17985,7.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
17986,1.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
17987,3.5,3,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
17988,7.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
17989,1.5,3,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
17990,3.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
17991,1.5,3,Sant Agustí - Portal Nou,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
17992,7.5,1,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
17993,1.5,2,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
17994,5.5,3,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
17995,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
17996,5.5,1,Ruta València amb bicicleta,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
17997,1.5,1,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
17998,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
17999,3.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
18000,7.5,1,Ruta pel Centre Històric,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
18001,1.5,1,Ruta València amb bicicleta,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
18002,7.5,1,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
18003,5.5,1,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
18004,7.5,3,Jardins del Reial - Glorieta,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
18005,7.5,2,Ruta València amb bicicleta,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
18006,3.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
18007,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
18008,5.5,1,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
18009,5.5,1,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
18010,3.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
18011,1.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
18012,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
18013,7.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
18014,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
18015,5.5,1,No hay ruta,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
18016,1.5,2,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
18017,7.5,1,Ruta València amb bicicleta,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
18018,1.5,2,Ruta Cultural Anell Ciclista,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
18019,3.5,1,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
18020,3.5,3,Arbres: Els indians,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
18021,1.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
18022,1.5,2,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
18023,1.5,1,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
18024,7.5,3,Ruta València amb bicicleta,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
18025,3.5,1,Ruta pel Centre Històric,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
18026,1.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
18027,5.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
18028,7.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
18029,1.5,3,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
18030,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
18031,1.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
18032,3.5,2,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
18033,7.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
18034,3.5,1,Ruta Cultural Anell Ciclista,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
18035,1.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
18036,3.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
18037,1.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
18038,1.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
18039,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
18040,5.5,3,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
18041,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
18042,5.5,2,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
18043,3.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
18044,7.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
18045,3.5,2,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
18046,5.5,1,La barraca,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
18047,1.5,1,Ruta Cultural Anell Ciclista,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
18048,5.5,3,Arbres monumentals i singulars,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
18049,3.5,1,Ruta Valencia en la Memòria,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
18050,5.5,3,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
18051,1.5,1,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
18052,7.5,3,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
18053,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
18054,7.5,3,Ruta València amb bicicleta,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
18055,1.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
18056,5.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
18057,7.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
18058,1.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
18059,3.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
18060,7.5,3,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
18061,1.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
18062,7.5,2,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
18063,5.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
18064,1.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
18065,1.5,3,Ruta València amb bicicleta,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
18066,3.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
18067,5.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
18068,7.5,3,Contes Blasco Ibañez – Ruta 2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
18069,5.5,2,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
18070,5.5,1,Ruta Cultural Anell Ciclista,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
18071,5.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
18072,3.5,2,Sant Agustí – Pont de Fusta,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
18073,7.5,1,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
18074,3.5,3,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18075,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
18076,5.5,1,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
18077,5.5,2,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
18078,1.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
18079,1.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
18080,3.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
18081,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
18082,7.5,3,Ruta pel Centre Històric,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18083,5.5,3,Sant Agustí – Pont de Fusta,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
18084,1.5,2,Serrans - Palau de la Generalitat,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
18085,5.5,1,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
18086,3.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
18087,1.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
18088,3.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
18089,7.5,2,Ruta Valencia en la Memòria,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
18090,1.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
18091,7.5,1,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
18092,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
18093,7.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
18094,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
18095,1.5,3,Ruta Cultural Anell Ciclista,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
18096,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
18097,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
18098,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
18099,3.5,1,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
18100,3.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
18101,1.5,2,Sant Agustí - Portal Nou,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
18102,3.5,1,Torres de Quart - Temple,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
18103,3.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
18104,1.5,3,Contes Blasco Ibañez – Ruta 2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
18105,3.5,2,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
18106,5.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
18107,5.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
18108,1.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
18109,3.5,3,Ruta Cultural Anell Ciclista,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
18110,1.5,1,Sant Agustí - Portal Nou,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
18111,5.5,2,Serrans - Palau de la Generalitat,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18112,7.5,1,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
18113,7.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
18114,1.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
18115,3.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
18116,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
18117,3.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
18118,3.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
18119,1.5,3,Ruta València amb bicicleta,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
18120,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
18121,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
