,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
17941,18-35,Mujer,1.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
17942,0-18,Hombre,3.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
17943,18-35,Prefiero no decirlo,5.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
17944,35-45,Hombre,5.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Entre Naranjos
17945,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Solo,Pie,No hay ruta
17946,0-18,Mujer,3.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
17947,0-18,Mujer,5.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
17948,+45,Prefiero no decirlo,7.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
17949,35-45,Mujer,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
17950,+45,Hombre,7.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
17951,18-35,Hombre,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
17952,+45,Mujer,3.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
17953,35-45,Mujer,1.5,Literaria,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
17954,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
17955,+45,Hombre,5.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
17956,18-35,Mujer,7.5,Literaria,1-50 Euros,Baja,Familia,Pie,La barraca
17957,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
17958,35-45,Mujer,3.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
17959,18-35,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
17960,0-18,Prefiero no decirlo,3.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
17961,35-45,Mujer,5.5,Historica,Gratis,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
17962,+45,Prefiero no decirlo,1.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
17963,0-18,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
17964,35-45,Mujer,7.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
17965,18-35,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: Els indians
17966,+45,Mujer,7.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
17967,18-35,Prefiero no decirlo,5.5,Patrimonio,Gratis,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
17968,18-35,Mujer,5.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta Valencia en la Memòria
17969,18-35,Prefiero no decirlo,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
17970,18-35,Prefiero no decirlo,7.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta Valencia en la Memòria
17971,+45,Hombre,7.5,Turistica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
17972,0-18,Hombre,5.5,Historica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
17973,0-18,Hombre,7.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
17974,0-18,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
17975,+45,Mujer,7.5,Literaria,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
17976,0-18,Prefiero no decirlo,5.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
17977,35-45,Prefiero no decirlo,7.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
17978,+45,Mujer,1.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
17979,18-35,Hombre,5.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
17980,35-45,Mujer,5.5,Literaria,1-50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
17981,0-18,Hombre,1.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
17982,+45,Hombre,1.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
17983,+45,Prefiero no decirlo,5.5,Turistica,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
17984,+45,Hombre,3.5,Historica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
17985,+45,Mujer,7.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
17986,0-18,Mujer,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
17987,35-45,Mujer,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
17988,+45,Hombre,7.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
17989,35-45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
17990,0-18,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
17991,0-18,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Baja,Amigos,Pie,Sant Agustí - Portal Nou
17992,+45,Hombre,7.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
17993,+45,Hombre,1.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
17994,+45,Hombre,5.5,Literaria,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
17995,0-18,Hombre,7.5,Turistica,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
17996,18-35,Hombre,5.5,Turistica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
17997,+45,Prefiero no decirlo,1.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
17998,0-18,Hombre,3.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
17999,+45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18000,18-35,Hombre,7.5,Turistica,Gratis,Alta,Solo,Pie,Ruta pel Centre Històric
18001,18-35,Prefiero no decirlo,1.5,Turistica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18002,35-45,Mujer,7.5,Literaria,Gratis,Baja,Solo,Pie,Entre Naranjos
18003,+45,Hombre,5.5,Historica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18004,18-35,Prefiero no decirlo,7.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Sant Agustí – Pont de Fusta
18005,18-35,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
18006,35-45,Mujer,3.5,Literaria,1-50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18007,0-18,Hombre,3.5,Turistica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
18008,0-18,Hombre,5.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
18009,0-18,Prefiero no decirlo,5.5,Historica,Gratis,Alta,Pareja,Pie,Glorieta-Santa Catalina
18010,35-45,Mujer,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
18011,35-45,Hombre,1.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18012,+45,Mujer,7.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
18013,35-45,Mujer,7.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
18014,+45,Hombre,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18015,18-35,Prefiero no decirlo,5.5,Literaria,Gratis,Alta,Familia,Pie,No hay ruta
18016,35-45,Mujer,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
18017,18-35,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
18018,18-35,Mujer,1.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
18019,+45,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18020,18-35,Hombre,3.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: Un passeig per l’Albereda
18021,35-45,Hombre,1.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
18022,18-35,Mujer,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18023,0-18,Prefiero no decirlo,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18024,18-35,Hombre,7.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18025,18-35,Prefiero no decirlo,3.5,Turistica,Gratis,Alta,Solo,Pie,Ruta pel Centre Històric
18026,+45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18027,35-45,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18028,0-18,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
18029,+45,Prefiero no decirlo,1.5,Literaria,+50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
18030,+45,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18031,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18032,35-45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18033,0-18,Mujer,7.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
18034,18-35,Mujer,3.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
18035,+45,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18036,35-45,Hombre,3.5,Historica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18037,0-18,Mujer,1.5,Literaria,Gratis,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
18038,+45,Hombre,1.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
18039,+45,Prefiero no decirlo,5.5,Turistica,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
18040,35-45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
18041,+45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
18042,18-35,Mujer,5.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18043,35-45,Mujer,3.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
18044,+45,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18045,35-45,Hombre,3.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
18046,18-35,Prefiero no decirlo,5.5,Literaria,Gratis,Baja,Pareja,Pie,La barraca
18047,18-35,Mujer,1.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
18048,18-35,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
18049,18-35,Hombre,3.5,Historica,Gratis,Baja,Solo,Pie,Ruta Valencia en la Memòria
18050,35-45,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18051,35-45,Mujer,1.5,Patrimonio,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18052,0-18,Prefiero no decirlo,7.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
18053,0-18,Mujer,5.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18054,18-35,Hombre,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18055,35-45,Mujer,1.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18056,35-45,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
18057,0-18,Mujer,7.5,Patrimonio,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18058,0-18,Prefiero no decirlo,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
18059,+45,Hombre,3.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18060,35-45,Mujer,7.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
18061,+45,Prefiero no decirlo,1.5,Patrimonio,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
18062,0-18,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18063,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18064,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
18065,18-35,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
18066,35-45,Hombre,3.5,Historica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18067,+45,Mujer,5.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
18068,18-35,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Familia,Pie,La barraca
18069,0-18,Hombre,5.5,Historica,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
18070,18-35,Hombre,5.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
18071,35-45,Mujer,5.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
18072,18-35,Prefiero no decirlo,3.5,Patrimonio,1-50 Euros,Alta,Pareja,Pie,Jardins del Reial - Glorieta
18073,+45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
18074,35-45,Mujer,3.5,Patrimonio,+50 Euros,Baja,Familia,Pie,Torres de Quart - Temple
18075,35-45,Hombre,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18076,+45,Hombre,5.5,Patrimonio,Gratis,Baja,Pareja,Pie,Ruta Carrer Russafa - la Llotja
18077,35-45,Mujer,5.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18078,35-45,Hombre,1.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18079,35-45,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
18080,+45,Prefiero no decirlo,3.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
18081,35-45,Hombre,3.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
18082,18-35,Hombre,7.5,Turistica,+50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
18083,18-35,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Jardins del Reial - Glorieta
18084,18-35,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Serrans - Palau de la Generalitat
18085,35-45,Prefiero no decirlo,5.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
18086,35-45,Mujer,3.5,Turistica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
18087,0-18,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18088,+45,Hombre,3.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18089,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta Valencia en la Memòria
18090,35-45,Mujer,1.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18091,18-35,Mujer,7.5,Turistica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18092,+45,Hombre,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18093,0-18,Hombre,7.5,Literaria,+50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
18094,+45,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18095,18-35,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
18096,0-18,Prefiero no decirlo,7.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18097,35-45,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18098,+45,Mujer,7.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
18099,+45,Mujer,3.5,Historica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18100,+45,Mujer,3.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
18101,35-45,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
18102,+45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Pareja,Pie,Torres de Quart - Temple
18103,35-45,Hombre,3.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18104,18-35,Prefiero no decirlo,1.5,Literaria,+50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 2
18105,+45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
18106,0-18,Hombre,5.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
18107,0-18,Hombre,5.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18108,+45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18109,18-35,Hombre,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
18110,0-18,Mujer,1.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
18111,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Serrans - Palau de la Generalitat
18112,18-35,Mujer,7.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18113,35-45,Hombre,7.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18114,+45,Hombre,1.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
18115,0-18,Prefiero no decirlo,3.5,Turistica,Gratis,Baja,Solo,Pie,Arbres: La volta al món
18116,+45,Mujer,1.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
18117,0-18,Mujer,3.5,Turistica,Gratis,Baja,Amigos,Pie,Arbres: La volta al món
18118,0-18,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18119,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
18120,0-18,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18121,35-45,Prefiero no decirlo,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18122,35-45,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18123,18-35,Hombre,5.5,Historica,+50 Euros,Alta,Pareja,Pie,Ruta recinte enmurallat d'època islàmica
18124,+45,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18125,+45,Hombre,5.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
18126,35-45,Prefiero no decirlo,5.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18127,18-35,Hombre,1.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18128,35-45,Hombre,5.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
18129,0-18,Hombre,5.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
18130,+45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
18131,0-18,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
18132,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
18133,0-18,Mujer,5.5,Historica,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
18134,0-18,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Baja,Familia,Pie,Torres de Quart - Temple
18135,+45,Mujer,1.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
18136,0-18,Mujer,1.5,Turistica,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
18137,0-18,Hombre,1.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18138,+45,Hombre,7.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18139,35-45,Hombre,1.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18140,18-35,Hombre,1.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18141,35-45,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
18142,+45,Prefiero no decirlo,1.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18143,35-45,Mujer,7.5,Literaria,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
18144,18-35,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
18145,35-45,Prefiero no decirlo,3.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18146,18-35,Mujer,7.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
18147,0-18,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18148,+45,Mujer,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
18149,18-35,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
18150,18-35,Hombre,1.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
18151,+45,Hombre,7.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18152,+45,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
18153,+45,Hombre,1.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18154,35-45,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18155,18-35,Mujer,5.5,Historica,1-50 Euros,Baja,Solo,Pie,Ruta Valencia en la Memòria
18156,0-18,Prefiero no decirlo,1.5,Literaria,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
18157,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Baja,Amigos,Pie,Entre Naranjos
18158,35-45,Mujer,7.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18159,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
18160,0-18,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
18161,35-45,Hombre,7.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
18162,+45,Mujer,5.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
18163,18-35,Mujer,3.5,Historica,Gratis,Alta,Solo,Pie,Ruta recinte enmurallat d'època islàmica
18164,+45,Mujer,3.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
18165,35-45,Mujer,3.5,Historica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
18166,35-45,Hombre,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
18167,18-35,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Pareja,Pie,Sant Agustí – Pont de Fusta
18168,+45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
18169,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
18170,0-18,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
18171,18-35,Hombre,7.5,Literaria,+50 Euros,Alta,Pareja,Pie,No hay ruta
18172,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
18173,35-45,Mujer,5.5,Patrimonio,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
18174,35-45,Hombre,5.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
18175,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
18176,18-35,Hombre,7.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
18177,+45,Prefiero no decirlo,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
18178,35-45,Mujer,3.5,Patrimonio,Gratis,Baja,Familia,Pie,Torres de Quart - Temple
18179,+45,Prefiero no decirlo,5.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
18180,+45,Prefiero no decirlo,5.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: La volta al món
