,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
13897,18-35,Otro,3.5,Historica,Gratis,Alta,Pareja,A Pie,Ruta de la Seda
13898,+45,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13899,35-45,Hombre,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13900,+45,Hombre,1.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
13901,0-18,Mujer,5.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
13902,35-45,Otro,1.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
13903,+45,Otro,7.5,Literaria,+50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
13904,+45,Mujer,7.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13905,+45,Hombre,1.5,Literaria,Gratis,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 1
13906,0-18,Hombre,1.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
13907,35-45,Mujer,3.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13908,0-18,Otro,5.5,Historica,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13909,0-18,Otro,3.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13910,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13911,0-18,Otro,1.5,Turistica,Gratis,Baja,Familia,A Pie,Arbres: La volta al món
13912,18-35,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Serrans - Palau de la Generalitat
13913,+45,Otro,7.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13914,+45,Hombre,3.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13915,35-45,Mujer,7.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13916,+45,Mujer,5.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Entre Naranjos
13917,18-35,Otro,7.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
13918,0-18,Otro,1.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13919,18-35,Otro,5.5,Historica,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
13920,+45,Otro,3.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
13921,0-18,Otro,5.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13922,+45,Otro,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13923,0-18,Hombre,5.5,Literaria,+50 Euros,Baja,Familia,A Pie,Entre Naranjos
13924,35-45,Mujer,5.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
13925,18-35,Mujer,5.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
13926,18-35,Otro,5.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
13927,18-35,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
13928,0-18,Otro,5.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
13929,18-35,Otro,1.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Serrans - Palau de la Generalitat
13930,18-35,Mujer,7.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
13931,+45,Hombre,3.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13932,+45,Hombre,1.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
13933,18-35,Mujer,1.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
13934,0-18,Mujer,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
13935,+45,Otro,3.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
13936,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
13937,18-35,Mujer,3.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
13938,35-45,Hombre,7.5,Patrimonio,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
13939,0-18,Mujer,5.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
13940,35-45,Otro,3.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
13941,18-35,Otro,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
13942,18-35,Hombre,5.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
13943,18-35,Hombre,7.5,Literaria,Gratis,Alta,Amigos,A Pie,No hay ruta
13944,18-35,Otro,7.5,Patrimonio,Gratis,Alta,Solo,A Pie,Sant Agustí – Pont de Fusta
13945,35-45,Otro,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13946,+45,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
13947,+45,Otro,7.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
13948,35-45,Otro,3.5,Literaria,Gratis,Baja,Familia,A Pie,Entre Naranjos
13949,18-35,Otro,7.5,Turistica,Gratis,Alta,Solo,A Pie,Ruta pel Centre Històric
13950,18-35,Mujer,3.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
13951,0-18,Hombre,5.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13952,0-18,Hombre,5.5,Literaria,Gratis,Baja,Pareja,Bicicleta,Entre Naranjos
13953,+45,Hombre,5.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
13954,0-18,Otro,1.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
13955,+45,Otro,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
13956,35-45,Hombre,3.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13957,18-35,Otro,5.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
13958,0-18,Hombre,7.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
13959,+45,Otro,7.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
13960,35-45,Hombre,5.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
13961,+45,Otro,1.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
13962,+45,Hombre,7.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
13963,35-45,Mujer,5.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13964,35-45,Otro,1.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13965,0-18,Mujer,3.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
13966,18-35,Otro,5.5,Literaria,Gratis,Alta,Familia,A Pie,No hay ruta
13967,+45,Mujer,3.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
13968,0-18,Otro,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
13969,+45,Hombre,5.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13970,35-45,Mujer,7.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13971,35-45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
13972,35-45,Hombre,3.5,Literaria,+50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
13973,35-45,Otro,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
13974,0-18,Mujer,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
13975,+45,Otro,1.5,Turistica,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
13976,0-18,Mujer,3.5,Historica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13977,0-18,Hombre,7.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13978,18-35,Mujer,3.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Ruta recinte enmurallat d'època islàmica
13979,+45,Mujer,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
13980,18-35,Mujer,5.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
13981,35-45,Hombre,5.5,Turistica,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
13982,+45,Otro,5.5,Historica,Gratis,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13983,0-18,Otro,5.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
13984,18-35,Otro,5.5,Historica,1-50 Euros,Alta,Solo,A Pie,Ruta de la Seda
13985,35-45,Mujer,7.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
13986,35-45,Hombre,7.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
13987,+45,Hombre,3.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Torres de Quart - Temple
13988,18-35,Mujer,1.5,Patrimonio,Gratis,Baja,Solo,A Pie,Serrans - Palau de la Generalitat
13989,18-35,Hombre,3.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
13990,35-45,Mujer,7.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
13991,0-18,Otro,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
13992,35-45,Hombre,1.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
13993,35-45,Otro,3.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13994,18-35,Mujer,7.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
13995,0-18,Otro,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
13996,0-18,Mujer,3.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
13997,+45,Otro,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
13998,0-18,Hombre,7.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
13999,35-45,Mujer,7.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14000,0-18,Mujer,3.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
14001,0-18,Mujer,3.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
14002,18-35,Otro,7.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta Valencia en la Memòria
14003,35-45,Mujer,7.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
14004,0-18,Mujer,7.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
14005,+45,Hombre,3.5,Turistica,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
14006,0-18,Otro,7.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14007,35-45,Otro,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14008,35-45,Mujer,3.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14009,0-18,Otro,3.5,Historica,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
14010,0-18,Hombre,5.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
14011,18-35,Mujer,5.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
14012,35-45,Hombre,7.5,Historica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14013,35-45,Hombre,5.5,Literaria,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
14014,35-45,Hombre,3.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
14015,+45,Hombre,7.5,Literaria,+50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
14016,0-18,Hombre,7.5,Historica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
14017,+45,Otro,3.5,Literaria,+50 Euros,Baja,Familia,A Pie,Entre Naranjos
14018,35-45,Hombre,5.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14019,35-45,Otro,1.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
14020,18-35,Otro,1.5,Historica,Gratis,Alta,Solo,A Pie,Ruta recinte enmurallat d'època islàmica
14021,0-18,Otro,7.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14022,+45,Otro,5.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
14023,35-45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
14024,0-18,Otro,7.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Ruta Carrer Russafa - la Llotja
14025,35-45,Hombre,5.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
14026,18-35,Otro,7.5,Patrimonio,1-50 Euros,Alta,Amigos,A Pie,Sant Agustí – Pont de Fusta
14027,35-45,Otro,3.5,Literaria,Gratis,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
14028,0-18,Otro,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14029,0-18,Mujer,3.5,Historica,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
14030,18-35,Hombre,7.5,Patrimonio,Gratis,Alta,Familia,A Pie,Sant Agustí – Pont de Fusta
14031,0-18,Otro,5.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14032,0-18,Mujer,7.5,Patrimonio,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
14033,+45,Mujer,3.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Torres de Quart - Temple
14034,0-18,Mujer,7.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14035,35-45,Hombre,3.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14036,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14037,+45,Hombre,5.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
14038,+45,Hombre,7.5,Literaria,1-50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
14039,35-45,Otro,5.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
14040,18-35,Hombre,3.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
14041,35-45,Mujer,5.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14042,0-18,Otro,1.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
14043,+45,Otro,7.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14044,35-45,Mujer,5.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14045,18-35,Mujer,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
14046,35-45,Otro,1.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
14047,35-45,Otro,5.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
14048,35-45,Hombre,3.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14049,0-18,Hombre,3.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
14050,0-18,Otro,1.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Sant Agustí - Portal Nou
14051,35-45,Hombre,1.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
14052,+45,Mujer,5.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
14053,0-18,Hombre,3.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
14054,35-45,Mujer,7.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
14055,+45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
14056,18-35,Otro,5.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
14057,35-45,Otro,3.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
14058,0-18,Otro,7.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
14059,35-45,Mujer,3.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14060,18-35,Mujer,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
14061,35-45,Hombre,7.5,Patrimonio,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
14062,+45,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14063,18-35,Mujer,7.5,Literaria,Gratis,Alta,Amigos,A Pie,No hay ruta
14064,35-45,Hombre,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
14065,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
14066,35-45,Otro,3.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
14067,0-18,Hombre,3.5,Patrimonio,+50 Euros,Baja,Solo,A Pie,Torres de Quart - Temple
14068,18-35,Hombre,5.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
14069,35-45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
14070,18-35,Hombre,7.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,No hay ruta
14071,18-35,Otro,7.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
14072,+45,Mujer,7.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Ruta Carrer Russafa - la Llotja
14073,+45,Hombre,3.5,Patrimonio,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
14074,18-35,Otro,3.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Jardins del Reial - Glorieta
14075,0-18,Mujer,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14076,0-18,Hombre,1.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
14077,+45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Sant Agustí - Portal Nou
14078,0-18,Hombre,7.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
14079,18-35,Hombre,7.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Jardins del Reial - Glorieta
14080,+45,Mujer,7.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
14081,+45,Hombre,7.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
14082,35-45,Mujer,1.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Sant Agustí - Portal Nou
14083,+45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Amigos,A Pie,Sant Agustí - Portal Nou
14084,18-35,Mujer,7.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
14085,18-35,Otro,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
14086,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
14087,35-45,Otro,5.5,Patrimonio,+50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
14088,35-45,Otro,3.5,Turistica,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
14089,+45,Otro,3.5,Patrimonio,+50 Euros,Baja,Solo,A Pie,Torres de Quart - Temple
14090,0-18,Mujer,5.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14091,35-45,Otro,7.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
14092,0-18,Otro,3.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
14093,18-35,Otro,3.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: Un viatge pel Mediterrani
14094,+45,Otro,7.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
14095,0-18,Otro,1.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
14096,35-45,Otro,3.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14097,+45,Hombre,5.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14098,35-45,Mujer,5.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
14099,0-18,Hombre,3.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14100,0-18,Hombre,5.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
14101,+45,Hombre,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14102,18-35,Mujer,5.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
14103,0-18,Hombre,7.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
14104,0-18,Hombre,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
14105,0-18,Mujer,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14106,+45,Hombre,1.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
14107,18-35,Otro,7.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
14108,18-35,Mujer,3.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
14109,35-45,Otro,5.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
14110,+45,Hombre,1.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
14111,+45,Hombre,7.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14112,+45,Hombre,5.5,Historica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
14113,0-18,Mujer,5.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
14114,18-35,Hombre,1.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
14115,0-18,Mujer,3.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Torres de Quart - Temple
14116,0-18,Otro,1.5,Literaria,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
14117,18-35,Mujer,7.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: Un viatge pel Mediterrani
14118,+45,Otro,7.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
14119,+45,Otro,3.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
14120,18-35,Otro,1.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
14121,35-45,Hombre,7.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
14122,35-45,Mujer,3.5,Turistica,Gratis,Baja,Familia,A Pie,Arbres: La volta al món
14123,0-18,Hombre,3.5,Turistica,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
14124,+45,Hombre,7.5,Historica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
14125,0-18,Mujer,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
14126,35-45,Mujer,3.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Torres de Quart - Temple
14127,35-45,Mujer,5.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14128,18-35,Otro,7.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
14129,+45,Mujer,5.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
14130,0-18,Mujer,5.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
14131,+45,Mujer,7.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Entre Naranjos
14132,0-18,Otro,7.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Ruta Carrer Russafa - la Llotja
14133,+45,Hombre,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
14134,0-18,Otro,1.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
14135,18-35,Otro,7.5,Historica,+50 Euros,Alta,Familia,A Pie,Ruta recinte enmurallat d'època islàmica
14136,35-45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
14137,35-45,Otro,3.5,Turistica,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
14138,+45,Otro,3.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
14139,+45,Mujer,7.5,Historica,Gratis,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
14140,18-35,Hombre,3.5,Historica,1-50 Euros,Alta,Solo,A Pie,Ruta recinte enmurallat d'època islàmica
14141,18-35,Hombre,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
14142,35-45,Otro,1.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
